CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,rda. de Zamenhof,25,TEIK IT,activitat_econòmica,Provisió de menjars preparats per a celebracions,41.55156416,2.10494207,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 25 Bxs Dta",Provisió de menjars preparats per a celebracions
,pl. de l' Àngel,8,TEIXITS LA BAIXADA,activitat_econòmica,Comerç al detall de tèxtils en establiments especialitzats,41.54923535,2.10864193,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 8 Bxs",Comerç al detall de tèxtils en establiments especialitzats
,c. de Covadonga,441,TEKNOCUBIERTA,activitat_econòmica,Fabricació de tancaments metàl·lics,41.54409051,2.11851308,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 441 Bxs",Fabricació de tancaments metàl·lics
,c. de la Indústria,51,TELEFÓNICA,activitat_econòmica,Altres activitats de telecomunicacions,41.54758847,2.11379909,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 51 Bxs",Altres activitats de telecomunicacions
,c. de Torras i Bages,1,TEMPORING ETT,activitat_econòmica,Activitats de les empreses de treball temporal,41.54501364,2.10583015,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Torras i Bages, 1B Bxs 1a",Activitats de les empreses de treball temporal
,c. d' Arimon,2,TEVAL GESTION,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.54949443,2.11409654,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Arimon, 2F 1r 3a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Sant Antoni,35,TEYCA,activitat_econòmica,Altres activitats d'educació ncaa,41.54781868,2.10723027,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 35 Àtc",Altres activitats d'educació ncaa
,c. de l' Advocat Cirera,6,THE BARBER'S FACTORY,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54596024,2.10785972,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Advocat Cirera, 6 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Lacy,20,THE CREW BARBER SHOP,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54415572,2.11116307,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 20 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Sant Josep,28,THE CUBAN BARBER SABADELL,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54810323,2.1110942,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Josep, 28A Bxs",Perruqueria i altres tractaments de bellesa
,c. de les Tres Creus,236,THE ROOTSONS,activitat_econòmica,Agències de publicitat,41.54608848,2.11726125,,,,sabadellempresa.cat,COVADONGA,1,"c. de les Tres Creus, 236 Bxs",Agències de publicitat
,pl. de l' Àngel,4,THE WILD GEESE,activitat_econòmica,Establiments de begudes,41.54911632,2.10867829,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 4 Bxs",Establiments de begudes
,c. de Josep Renom,51,THERMOMIX,activitat_econòmica,Comerç al detall d'electrodomèstics en establiments especialitzats,41.55076524,2.10406829,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Josep Renom, 51 Bxs 2a",Comerç al detall d'electrodomèstics en establiments especialitzats
,rda. de Zamenhof,15,TISA,activitat_econòmica,Agents de la propietat immobiliària,41.55174084,2.10562245,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 15 Bxs 1a",Agents de la propietat immobiliària
,c. de Gràcia,134,TOGA ROBA I PELL,activitat_econòmica,Reparació d'efectes personals i articles d'ús domèstic ncaa,41.55031643,2.10483663,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 134 Bxs",Reparació d'efectes personals i articles d'ús domèstic ncaa
,ctra. de Barcelona,97,TOLDOS GABI,activitat_econòmica,"Fabricació de teles no teixides i articles confeccionats amb aquestes teles, exc",41.54160646,2.10494776,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Barcelona, 97 Bxs 1a","Fabricació de teles no teixides i articles confeccionats amb aquestes teles, excepte la roba de vestir"
,c. de Gràcia,45,TOMMY,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54763508,2.10713568,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 45 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,pl. del Mercat,1,"TONI ORTIZ PEIX, MARISC I CONGELATS P. 94/ 96-97/ 162 / 164-166",activitat_econòmica,Comerç al detall de peix i marisc en establiments especialitzats,41.54727161,2.10550174,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs",Comerç al detall de peix i marisc en establiments especialitzats
,c. de Moratín,89,TOTCAR SPORT,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.54663775,2.09555272,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Moratín, 89 Bxs",Manteniment i reparació de vehicles de motor
,via de Massagué,42,TOTEM,activitat_econòmica,Establiments de begudes,41.55095178,2.1072385,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 42 Bxs DR",Establiments de begudes
,c. del Sol,55,TOUCH GRAPHICS EUROPE,activitat_econòmica,Altres activitats d'impressió i arts gràfiques,41.54464876,2.10922298,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 55 Bxs",Altres activitats d'impressió i arts gràfiques
,c. del Marquès de Comillas,41,TRAÇ GRAFIC,activitat_econòmica,Altres activitats d'impressió i arts gràfiques,41.54086791,2.11568014,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Marquès de Comillas, 41 Bxs 2a",Altres activitats d'impressió i arts gràfiques
,c. de Sant Joan,23,TRAINING PARK CLUB,activitat_econòmica,Activitats dels gimnasos,41.54771005,2.10969775,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Joan, 23 Bxs 2a",Activitats dels gimnasos
,Rambla,156,TRAMAS,activitat_econòmica,Comerç al detall de tèxtils en establiments especialitzats,41.54188593,2.11118299,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 156 Bxs 1a",Comerç al detall de tèxtils en establiments especialitzats
,c. de les Tres Creus,4,TRANS-OR,activitat_econòmica,Comerç a l'engròs de rellotges i joieria,41.54660539,2.11031342,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 4 Bxs",Comerç a l'engròs de rellotges i joieria
,c. de Duran i Sors,7,TRASSERRA AMADO PERRUQUERS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54009909,2.11118981,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Duran i Sors, 7B Bxs",Perruqueria i altres tractaments de bellesa
,pl. de Joan Oliu,7,TRAUMA SALUT,activitat_econòmica,Activitats de medicina especialitzada,41.54460141,2.10735538,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Joan Oliu, 7 Bxs",Activitats de medicina especialitzada
,c. de Casanovas i Bosch,52,TRAUMATOLOGIA,activitat_econòmica,Activitats de medicina especialitzada,41.54690092,2.11420365,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Casanovas i Bosch, 52 Bxs 1a",Activitats de medicina especialitzada
,c. de Felip Benessat,5,TWIST CONCERT SYSTEM SL,activitat_econòmica,Instal·lacions elèctriques,41.55278615,2.11331686,,,,sabadellempresa.cat,COVADONGA,1,"c. de Felip Benessat, 5 Bxs",Instal·lacions elèctriques
,c. de Jovellanos,38,ULLOA PERRUQUERS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54850947,2.10521312,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 38 Bxs",Perruqueria i altres tractaments de bellesa
,c. de la Creueta,29,URBAN ESPORTS,activitat_econòmica,Activitats dels gimnasos,41.54890928,2.11051099,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Creueta, 29 Bxs",Activitats dels gimnasos
,c. d' Avellaneda,38,URBE MANTENIMENTS 2001 SL,activitat_econòmica,Activitats de programació informàtica,41.54377319,2.10609094,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Avellaneda, 38 1r 2a",Activitats de programació informàtica
,c. de Josep Renom,74,UROLOGIA ANDROLOGIA,activitat_econòmica,Activitats de medicina especialitzada,41.54998474,2.10095092,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Josep Renom, 74 Bxs 2a",Activitats de medicina especialitzada
,c. de Zurbano,14,UTESA,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.54076462,2.11011701,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Zurbano, 14B Bxs 2a",Activitats d'agents i corredors d'assegurances
,c. de Zurbano,6,VALERO,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.54085651,2.11062932,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Zurbano, 6 Bxs DR","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,c. de la Indústria,2,VALERO FORN TRADICIONAL,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.54696266,2.11006551,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 2 Bxs Esq","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,Rambla,117,VALLES TOUR,activitat_econòmica,Activitats de les agències de viatges,41.54276753,2.11099112,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 117 Bxs",Activitats de les agències de viatges
,c. de Capmany,8,VALLHONRAT MASSATGES,activitat_econòmica,Altres activitats de serveis personals ncaa,41.54897088,2.10731447,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Capmany, 8 Bxs",Altres activitats de serveis personals ncaa
,c. de Montserrat,1,VASCULAR VALLES,activitat_econòmica,Activitats de medicina especialitzada,41.54322479,2.11037592,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 1 Bxs",Activitats de medicina especialitzada
,c. de les Tres Creus,104,VEA -RESINO ARQUITECTES ASSOCIATS,activitat_econòmica,Serveis tècnics d'arquitectura,41.54601658,2.11308253,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 104 4t 2a",Serveis tècnics d'arquitectura
,Rambla,172,VEAR & CO,activitat_econòmica,Activitats d'agents i corredors d'assegurances,41.54140445,2.11141671,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 172 Bxs 12a",Activitats d'agents i corredors d'assegurances
,c. de Covadonga,310,VEGETALSTORM,activitat_econòmica,Activitats de jardineria,41.54648582,2.11715811,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 310 Bxs 1a",Activitats de jardineria
,pl. de Marquilles,1,VELILLA ASSESSORS,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.54616009,2.10561512,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Marquilles, 1 Bxs","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Narcís Giralt,30,VELVET,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54606217,2.11033744,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Narcís Giralt, 30 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Covadonga,495,VERTISUB,activitat_econòmica,Construcció d'edificis residencials,41.54175339,2.11964178,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 495 Bxs 1a",Construcció d'edificis residencials
,ctra. de Terrassa,194,VIACOM MEDIC,activitat_econòmica,Intermediaris del comerç de productes diversos,41.54563339,2.09599451,,,,sabadellempresa.cat,HOSTAFRANCS,1,"ctra. de Terrassa, 194 Bxs",Intermediaris del comerç de productes diversos
,c. de Sant Antoni,12,VIATGES EQUADOR,activitat_econòmica,Activitats de les agències de viatges,41.54837057,2.10791316,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 12 Bxs 1a",Activitats de les agències de viatges
,c. de Joaquín Costa,88,VICTUS VALLES SL,activitat_econòmica,Dipòsit i emmagatzematge,41.54756979,2.09621231,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 88 Bxs",Dipòsit i emmagatzematge
,c. de Sant Pau,10,VIDAL PAPERS,activitat_econòmica,Comerç a l'engròs d'altres articles d'ús domèstic,41.54527998,2.1081263,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 10B Bxs",Comerç a l'engròs d'altres articles d'ús domèstic
,c. de les Tres Creus,63,VIDEO OCA TOY PLANET,activitat_econòmica,Comerç al detall de jocs i joguines en establiments especialitzats,41.54647209,2.11137827,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 63 Bxs",Comerç al detall de jocs i joguines en establiments especialitzats
,pl. de Sant Roc,3,VIE,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.54663438,2.10780704,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 3 Bxs","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,c. de Riego,77,VIEJO AMIGO,activitat_econòmica,Establiments de begudes,41.5439233,2.11371275,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Riego, 77 Bxs",Establiments de begudes
,Rambla,174,VIETNAM NAILS,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54137752,2.11142933,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 174 Bxs B",Perruqueria i altres tractaments de bellesa
,c. de l' Escola Industrial,21,VILALTA,activitat_econòmica,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",41.54750613,2.10633945,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Escola Industrial, 21 Bxs","Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats"
,c. de Valentí Almirall,27,VIMCO REHABILITACIO SL,activitat_econòmica,Construcció d'edificis residencials,41.54822475,2.09788838,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Valentí Almirall, 27 Bxs",Construcció d'edificis residencials
,pl. de Mossèn Geis,1,VIMUSA,activitat_econòmica,Activitats afins al transport terrestre,41.54849075,2.10446191,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Mossèn Geis, 1 S01 102",Activitats afins al transport terrestre
,rda. de Ponent,60,VIRGINIA ROMERO ESTETICA,activitat_econòmica,Comerç al detall de productes cosmètics i higiènics en establiments especialitza,41.54604023,2.0996802,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 60 Bxs 3a",Comerç al detall de productes cosmètics i higiènics en establiments especialitzats
,c. de Calderón,38,VIT.SEC,activitat_econòmica,Rentatge i neteja de peces tèxtils i de pell,41.54818979,2.1061468,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 38 Bxs 7a",Rentatge i neteja de peces tèxtils i de pell
,c. de Covadonga,489,VITAL,activitat_econòmica,"Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac",41.54193863,2.11955181,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 489 Bxs 3a","Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac"
,Rambla,51,VODAFONE,activitat_econòmica,Comerç al detall d'equips de telecomunicacions en establiments especialitzats,41.54476699,2.11009824,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 51 Bxs",Comerç al detall d'equips de telecomunicacions en establiments especialitzats
,c. de l' Advocat Cirera,8,WANDERER SL,activitat_econòmica,Lloguer de béns immobiliaris per compte propi,41.54595195,2.10781353,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Advocat Cirera, 8 1r 16a",Lloguer de béns immobiliaris per compte propi
,c. de Jesús,5,WHAT S UP,activitat_econòmica,Altres activitats d'educació ncaa,41.54854549,2.10787984,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jesús, 5 Bxs",Altres activitats d'educació ncaa
,Rambla,60,WIDEX AUDÍFONS,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.54462668,2.10984521,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 60 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de Zurbano,7,WOLF CROW ESCAPE,activitat_econòmica,Altres activitats recreatives i d'entreteniment ncaa,41.54082561,2.11090115,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Zurbano, 7B Bxs 1a",Altres activitats recreatives i d'entreteniment ncaa
,Rambla,65,WOMEN SECRET,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54449626,2.11022581,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 65 Bxs Esq",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Sant Oleguer,41,WORKSHOP,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.54300862,2.11194626,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Oleguer, 41 Bxs",Manteniment i reparació de vehicles de motor
,rda. de Ponent,81,WORLDELI,activitat_econòmica,Restaurants i establiments de menjars,41.54699536,2.09903415,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 81 Bxs",Restaurants i establiments de menjars
,c. de Latorre,52,XALUCA TOURS,activitat_econòmica,Activitats de les agències de viatges,41.53916213,2.11104745,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Latorre, 52 Bxs",Activitats de les agències de viatges
,c. d'en Font,22,XERCAVINS JOIERS,activitat_econòmica,Comerç a l'engròs de rellotges i joieria,41.54665629,2.10564148,,,,sabadellempresa.cat,EL CENTRE,1,"c. d'en Font, 22 Bxs",Comerç a l'engròs de rellotges i joieria
,pg. de Manresa,32,XEVIOT,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54890506,2.10834523,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 32 Bxs 1a",Comerç al detall de peces de vestir en establiments especialitzats
,rda. de Ponent,17,YAK 2000 SL,activitat_econòmica,Agents de la propietat immobiliària,41.54489539,2.09964526,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 17 Bxs 1a",Agents de la propietat immobiliària
,pl. del Vallès,2,YANTRA ESPAI DE COCREACIO CONSCIENT,activitat_econòmica,Activitats dels gimnasos,41.54596655,2.1025653,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Vallès, 2 Bxs",Activitats dels gimnasos
,pl. de Sant Roc,25,YERSE,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54603329,2.10867103,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 25 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Calderón,190,YOGA ONE,activitat_econòmica,Educació relacionada amb l'esport i les activitats recreatives,41.54652501,2.10039477,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 190 Bxs 1a",Educació relacionada amb l'esport i les activitats recreatives
,Rambla,178,YOIGO,activitat_econòmica,Comerç al detall d'equips de telecomunicacions en establiments especialitzats,41.54092541,2.11164253,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 178 Bxs 3a",Comerç al detall d'equips de telecomunicacions en establiments especialitzats
,pl. de Catalunya,17,YOUME,activitat_econòmica,Restaurants i establiments de menjars,41.54948881,2.09817602,,,,sabadellempresa.cat,HOSTAFRANCS,1,"pl. de Catalunya, 17 Bxs 1a",Restaurants i establiments de menjars
,Rambla,38,YVES ROCHER,activitat_econòmica,Comerç al detall de productes cosmètics i higiènics en establiments especialitza,41.54512929,2.10959396,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 38 Bxs 1a",Comerç al detall de productes cosmètics i higiènics en establiments especialitzats
,rda. de Zamenhof,145,ZAMENHOF EL TEU ATELIER,activitat_econòmica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,41.5504394,2.10022077,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 145 Bxs 2a",Comerç al detall d'altres tipus d'articles nous en establiments especialitzats
,Rambla,2,ZARA,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54611375,2.10907746,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 2 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. del Sol,1,ZARA,activitat_econòmica,Dipòsit i emmagatzematge,41.54590405,2.10884032,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 1 1r 3a",Dipòsit i emmagatzematge
,rda. de Zamenhof,75,ZEEMAN,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.55112542,2.10308906,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 75 Bxs 2a",Comerç al detall de peces de vestir en establiments especialitzats
,c. de les Valls,35,ZERO DAY,activitat_econòmica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,41.54829444,2.10721997,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 35 Bxs",Comerç al detall d'altres tipus d'articles nous en establiments especialitzats
,c. de les Planes,9,ZIG ZAG,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.54387194,2.10962677,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Planes, 9 Bxs",Perruqueria i altres tractaments de bellesa
,c. de Corominas,35,ZIVING,activitat_econòmica,Activitats odontològiques,41.54742822,2.1042699,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Corominas, 35 Bxs",Activitats odontològiques
765,c. del Portal de la Floresta,25,Farmacia Planas-Codinach,pharmacy,equipament,41.5760979,2.0862118,,+34937167574,"Mo-Sa 09:00-13:30,16:30-20:30",OSM,,DISTRICTE 1,"c. del Portal de la Floresta, 25",
469,c. de Viladomat,201,Repsol,fuel,equipament,41.538,2.098306,,,Mo-Su 06:00-22:00,OSM,,DISTRICTE 1,"c. de Viladomat, 201",
1348,c. de Domènech i Montaner,96,Repsol,fuel,equipament,41.530222,2.103361,,,Mo-Su 06:00-22:00,OSM,,DISTRICTE 1,"c. de Domènech i Montaner, 96",
1348,c. de Domènech i Montaner,46,Galp,fuel,equipament,41.535083,2.104222,,,24/7,OSM,,DISTRICTE 1,"c. de Domènech i Montaner, 46",
542,ctra. de Terrassa,216,Repsol,fuel,equipament,41.546111,2.094722,,,Mo-Su 06:00-22:00,OSM,,DISTRICTE 1,"ctra. de Terrassa, 216",
965,av. de Matadepera,247,Repsol,fuel,equipament,41.572389,2.080417,,,Mo-Su 05:00-01:00,OSM,,DISTRICTE 1,"av. de Matadepera, 247",
690,c. de Rocafort,123,Shell,fuel,equipament,41.533333,2.100194,,,Mo-Su 06:00-22:00,OSM,,DISTRICTE 1,"c. de Rocafort, 123",
1410,av. de la Concòrdia,1,Avia,fuel,equipament,41.5588775,2.0964844,,,24/7,OSM,,DISTRICTE 1,"av. de la Concòrdia, 1",
927,ctra. de Molins de Rei,,Moeve,fuel,equipament,41.538944,2.099472,,,24/7,OSM,,DISTRICTE 1,"ctra. de Molins de Rei, nan",
1085,c. de Juvenal,12,"Farmàcia Herrero Torres, Ignacio",pharmacy,equipament,41.5552276,2.0850427,,+34937160827,,OSM,,DISTRICTE 1,"c. de Juvenal, 12",
1410,av. de la Concòrdia,48,"Farmàcia Cruset Garrell, Núria",pharmacy,equipament,41.5601246,2.0951319,,+34937230794,,OSM,,DISTRICTE 1,"av. de la Concòrdia, 48",
1025,c. de la Lusitània,2,"Farmàcia Colomina Brusau, M. Rosa",pharmacy,equipament,41.5581798,2.095087,,+34937162335,,OSM,,DISTRICTE 1,"c. de la Lusitània, 2",
1388,c. de Covadonga,310,Farmàcia Tres Creus,pharmacy,equipament,41.5463688,2.1171732,,+34937258185,"Mo,Sa 09:00-14:30,16:30-20:30",OSM,,DISTRICTE 1,"c. de Covadonga, 310",
1317,c. de l' Escola Industrial,6-8,Masclans Cistelleria,gift,comerç,41.5478071,2.1064844,,,,OSM,,DISTRICTE 1,"c. de l' Escola Industrial, 6-8",
774,c. de Plini el Vell,1-5,,pharmacy,equipament,41.5581711,2.0858445,,+34937165497,"Mo-Fr 09:00-13:30,16:30-20:30",OSM,,DISTRICTE 1,"c. de Plini el Vell, 1-5",
1410,av. de la Concòrdia,,BBVA,bank,equipament,41.560894,2.093233,,,,OSM,,DISTRICTE 1,"av. de la Concòrdia, nan",
452,rda. de Zamenhof,,Supercor,convenience,comerç,41.5517009,2.1046494,,,,OSM,,DISTRICTE 1,"rda. de Zamenhof, nan",
662,c. de les Salenques,7,Mobiprix Mobles Sabadell,yes,comerç,41.5671207,2.0881589,https://www.mobiprix.com,+34 902104168,,OSM,,DISTRICTE 1,"c. de les Salenques, 7",
1500,c. de Candanchú,31,"Farmàcia de Cáceres Botello, José Ignacio",pharmacy,equipament,41.572842,2.0892669,,+34937163171,,OSM,,DISTRICTE 1,"c. de Candanchú, 31",
467,c. de Vilarrúbias,114,Snooker,bar,equipament,41.5532739,2.1110546,,,,OSM,,DISTRICTE 1,"c. de Vilarrúbias, 114",
1523,c. de Budapest,61,Telepizza,fast_food,equipament,41.5619345,2.0870057,,+34 937278777,,OSM,,DISTRICTE 1,"c. de Budapest, 61",
1296,av. d' Estrasburg,,Domino's,fast_food,equipament,41.5619055,2.0837342,,,,OSM,,DISTRICTE 1,"av. d' Estrasburg, nan",
1623,c. d' Aribau,,Caixabank,bank,equipament,41.5290909,2.1101194,https://www.caixabank.es,,,OSM,,DISTRICTE 1,"c. d' Aribau, nan",
1623,c. d' Aribau,,Dia,supermarket,comerç,41.5292456,2.110055,,,,OSM,,DISTRICTE 1,"c. d' Aribau, nan",
1623,c. d' Aribau,,Bar Los Martinez,bar,equipament,41.528591,2.1103822,,,,OSM,,DISTRICTE 1,"c. d' Aribau, nan",
1623,c. d' Aribau,,BBVA,bank,equipament,41.5294202,2.1099584,,,,OSM,,DISTRICTE 1,"c. d' Aribau, nan",
1421,pg. del Comerç,92,Lidl,supermarket,comerç,41.5298363,2.1092175,,,,OSM,,DISTRICTE 1,"pg. del Comerç, 92",
1071,c. de Leonardo da Vinci,,,vacant,comerç,41.5237833,2.1105362,,,,OSM,,DISTRICTE 1,"c. de Leonardo da Vinci, nan",
1105,c. de Josep Comas,131,Mercadona,supermarket,comerç,41.5240613,2.1105387,https://www.mercadona.es,,09:15-21:00,OSM,,DISTRICTE 1,"c. de Josep Comas, 131",
993,c. de la Mare de les Aigües,,Rincón Chalaco,restaurant,equipament,41.5602654,2.0915165,,,,OSM,,DISTRICTE 1,"c. de la Mare de les Aigües, nan",
1505,c. de Campoamor,40,"Farmàcia Bernardo Bech, Roser",medical_supply,comerç,41.52821,2.1092673,,+34937104342,,OSM,,DISTRICTE 1,"c. de Campoamor, 40",
1587,ctra. de Barcelona,19-21,Vèrtic,sports,comerç,41.5429022,2.1036736,http://ca.verticoutdoor.com/vertic-sabadell/,+34 93 745 03 69,,OSM,,DISTRICTE 1,"ctra. de Barcelona, 19-21",
1675,c. d' Alemanya,29,La Pastisseria,bakery,comerç,41.5423161,2.1097932,http://www.pastisserialeptitparis.com/,+34 937 20 41 33,,OSM,,DISTRICTE 1,"c. d' Alemanya, 29",
1184,c. de Gràcia,,Santamasa,restaurant,equipament,41.5470504,2.1077669,,,,OSM,,DISTRICTE 1,"c. de Gràcia, nan",
1007,pg. de Manresa,,Urbasa,restaurant,equipament,41.5485938,2.1082647,,,,OSM,,DISTRICTE 1,"pg. de Manresa, nan",
